200405,060009,00000000,-system,sys,town tax report: 0 0 0 0 0 -Exp : 1361230 
200405,064152,c5b6deba,JUNINHOFRAGA,sel,Ropelion 95000  01a43d0000000000 
200405,064152,c5b6deba,SHENS90,sel,Aki 95000  01a43d0000000000 
200405,064154,c5b6deba,SHENS90,sel,Aki 95000  01a43d0000000000 
200405,064154,c5b6deba,JUNINHOFRAGA,sel,Ropelion 95000  01a43d0000000000 
200405,064155,c5b6deba,SHENS90,sel,Aki 95000  01a43d0000000000 
200405,064155,c5b6deba,JUNINHOFRAGA,sel,Ropelion 95000  01a43d0000000000 
200405,064156,c5b6deba,SHENS90,sel,Aki 95000  01a43d0000000000 
200405,064156,c5b6deba,JUNINHOFRAGA,sel,Ropelion 95000  01a43d0000000000 
200405,064157,c5b6deba,SHENS90,sel,Aki 95000  01a43d0000000000 
200405,064158,c5b6deba,JUNINHOFRAGA,sel,Ropelion 95000  01a43d0000000000 
200405,064158,c5b6deba,SHENS90,sel,Aki 95000  01a43d0000000000 
200405,064200,c5b6deba,SHENS90,sel,Aki 95000  01a43d0000000000 
200405,064200,c5b6deba,JUNINHOFRAGA,sel,Ropelion 95000  01a43d0000000000 
200405,064201,c5b6deba,SHENS90,sel,Aki 95000  01a43d0000000000 
200405,064201,c5b6deba,JUNINHOFRAGA,sel,Ropelion 95000  01a43d0000000000 
200405,064202,c5b6deba,SHENS90,sel,Aki 95000  01a43d0000000000 
200405,064202,c5b6deba,JUNINHOFRAGA,sel,Ropelion 95000  01a43d0000000000 
200405,064203,c5b6deba,SHENS90,sel,Aki 95000  01a43d0000000000 
200405,064203,c5b6deba,JUNINHOFRAGA,sel,Ropelion 95000  01a43d0000000000 
200405,064204,c5b6deba,SHENS90,sel,Aki 95000  01a43d0000000000 
200405,064205,c5b6deba,JUNINHOFRAGA,sel,Ropelion 95000  01a43d0000000000 
200405,064205,c5b6deba,SHENS90,sel,Aki 95000  01a43d0000000000 
200405,064206,c5b6deba,JUNINHOFRAGA,sel,Ropelion 95000  01a43d0000000000 
200405,064206,c5b6deba,SHENS90,sel,Aki 95000  01a43d0000000000 
200405,064207,c5b6deba,SHENS90,sel,Aki 95000  01a43d0000000000 
200405,064208,c5b6deba,JUNINHOFRAGA,sel,Ropelion 95000  01a43d0000000000 
200405,064208,c5b6deba,SHENS90,sel,Aki 95000  01a43d0000000000 
200405,064209,c5b6deba,JUNINHOFRAGA,sel,Ropelion 95000  01a43d0000000000 
200405,064210,c5b6deba,SHENS90,sel,Aki 95000  01a43d0000000000 
200405,064210,c5b6deba,JUNINHOFRAGA,sel,Ropelion 95000  01a43d0000000000 
200405,064211,c5b6deba,SHENS90,sel,Aki 95000  01a43d0000000000 
200405,064212,c5b6deba,JUNINHOFRAGA,sel,Ropelion 95000  01a43d0000000000 
200405,064212,c5b6deba,SHENS90,sel,Aki 95000  01a43d0000000000 
200405,064213,b5bb008f,ZEEHDROP,etc,PK MOB killer:Batorero(380,0) killed:GonFrecs(317,150) kingdom:0 war:0 
200405,064213,c5b6deba,SHENS90,sel,Aki 95000  01a43d0000000000 
200405,064214,c5b6deba,JUNINHOFRAGA,sel,Ropelion 95000  01a43d0000000000 
200405,064215,c5b6deba,SHENS90,sel,Aki 95000  01a43d0000000000 
200405,064215,c5b6deba,JUNINHOFRAGA,sel,Ropelion 95000  01a43d0000000000 
200405,064216,c5b6deba,SHENS90,sel,Aki 95000  01a43d0000000000 
200405,064216,c5b6deba,JUNINHOFRAGA,sel,Ropelion 95000  01a43d0000000000 
200405,064217,c5b6deba,SHENS90,sel,Aki 95000  01a43d0000000000 
200405,064218,c5b6deba,JUNINHOFRAGA,sel,Ropelion 95000  01a43d0000000000 
200405,064218,c5b6deba,SHENS90,sel,Aki 95000  01a43d0000000000 
200405,064219,c5b6deba,JUNINHOFRAGA,sel,Ropelion 95000  01a43d0000000000 
200405,064219,c5b6deba,SHENS90,sel,Aki 95000  01a43d0000000000 
200405,064220,c5b6deba,SHENS90,sel,Aki 95000  01a43d0000000000 
200405,064220,c5b6deba,JUNINHOFRAGA,sel,Ropelion 95000  01a43d0000000000 
200405,064221,c5b6deba,SHENS90,sel,Aki 95000  01a43d0000000000 
200405,064222,c5b6deba,JUNINHOFRAGA,sel,Ropelion 95000  01a43d0000000000 
200405,064222,b5a2062d,12345678,level up to 39 
200405,064223,c5b6deba,SHENS90,sel,Aki 95000  01a43d0000000000 
200405,064223,c5b6deba,JUNINHOFRAGA,sel,Ropelion 95000  01a43d0000000000 
200405,064224,c5b6deba,SHENS90,sel,Aki 95000  01a43d0000000000 
200405,064224,c5b6deba,JUNINHOFRAGA,sel,Ropelion 95000  01a43d0000000000 
200405,064225,c5b6deba,SHENS90,sel,Aki 95000  01a43d0000000000 
200405,064226,c5b6deba,JUNINHOFRAGA,sel,Ropelion 95000  01a43d0000000000 
200405,064226,c5b6deba,SHENS90,sel,Aki 95000  01a43d0000000000 
200405,064227,c5b6deba,SHENS90,sel,Aki 95000  01a43d0000000000 
200405,064227,c5b6deba,JUNINHOFRAGA,sel,Ropelion 95000  01a43d0000000000 
200405,064228,c5b6deba,SHENS90,sel,Aki 95000  01a43d0000000000 
200405,064229,c5b6deba,JUNINHOFRAGA,sel,Ropelion 95000  01a43d0000000000 
200405,064229,c5b6deba,SHENS90,sel,Aki 95000  01a43d0000000000 
200405,064231,c5b6deba,JUNINHOFRAGA,sel,Ropelion 95000  01a43d0000000000 
200405,064231,c5b6deba,SHENS90,sel,Aki 95000  01a43d0000000000 
200405,064232,c5b6deba,JUNINHOFRAGA,sel,Ropelion 95000  01a43d0000000000 
200405,064232,c5b6deba,SHENS90,sel,Aki 95000  01a43d0000000000 
200405,064233,c5b6deba,SHENS90,sel,Aki 95000  01a43d0000000000 
200405,064233,c5b6deba,JUNINHOFRAGA,sel,Ropelion 95000  01a43d0000000000 
200405,064234,c5b6deba,SHENS90,sel,Aki 95000  01a43d0000000000 
200405,064234,c5b6deba,JUNINHOFRAGA,sel,Ropelion 95000  01a43d0000000000 
200405,064235,c5b6deba,SHENS90,sel,Aki 95000  01a43d0000000000 
200405,064236,c5b6deba,JUNINHOFRAGA,sel,Ropelion 95000  01a43d0000000000 
200405,064236,c5b6deba,SHENS90,sel,Aki 95000  01a43d0000000000 
200405,064237,c5b6deba,JUNINHOFRAGA,sel,Ropelion 95000  01a43d0000000000 
200405,064237,c5b6deba,SHENS90,sel,Aki 95000  01a43d0000000000 
200405,064239,c5b6deba,JUNINHOFRAGA,sel,Ropelion 95000  01a43d0000000000 
200405,064239,c5b6deba,SHENS90,sel,Aki 95000  01a43d0000000000 
200405,064240,c5b6deba,SHENS90,sel,Aki 95000  01a43d0000000000 
200405,064240,c5b6deba,JUNINHOFRAGA,sel,Ropelion 95000  01a43d0000000000 
200405,064241,c5b6deba,SHENS90,sel,Aki 95000  01a43d0000000000 
200405,064241,c5b6deba,JUNINHOFRAGA,sel,Ropelion 95000  01a43d0000000000 
200405,064242,c5b6deba,SHENS90,sel,Aki 95000  01a43d0000000000 
200405,064243,c5b6deba,JUNINHOFRAGA,sel,Ropelion 95000  01a43d0000000000 
200405,064243,b5bb008f,ZEEHDROP,etc,PK MOB killer:Batorero(380,0) killed:GonFrecs(317,150) kingdom:0 war:0 
200405,064243,c5b6deba,SHENS90,sel,Aki 95000  01a43d0000000000 
200405,064244,c5b6deba,JUNINHOFRAGA,sel,Ropelion 95000  01a43d0000000000 
200405,064244,c5b6deba,SHENS90,sel,Aki 95000  01a43d0000000000 
200405,064245,c5b6deba,SHENS90,sel,Aki 95000  01a43d0000000000 
200405,064245,c5b6deba,JUNINHOFRAGA,sel,Ropelion 95000  01a43d0000000000 
200405,064246,c5b6deba,SHENS90,sel,Aki 95000  01a43d0000000000 
200405,064247,c5b6deba,JUNINHOFRAGA,sel,Ropelion 95000  01a43d0000000000 
200405,064248,c5b6deba,SHENS90,sel,Aki 95000  01a43d0000000000 
200405,064249,c5b6deba,JUNINHOFRAGA,sel,Ropelion 95000  01a43d0000000000 
200405,064249,c5b6deba,SHENS90,sel,Aki 95000  01a43d0000000000 
200405,064250,c5b6deba,JUNINHOFRAGA,sel,Ropelion 95000  01a43d0000000000 
200405,064250,c5b6deba,SHENS90,sel,Aki 95000  01a43d0000000000 
200405,064251,c5b6deba,JUNINHOFRAGA,sel,Ropelion 95000  01a43d0000000000 
200405,064252,c5b6deba,SHENS90,sel,Aki 95000  01a43d0000000000 
200405,064253,c5b6deba,SHENS90,sel,Aki 95000  01a43d0000000000 
200405,064253,c5b6deba,JUNINHOFRAGA,sel,Ropelion 95000  01a43d0000000000 
200405,064254,c5b6deba,SHENS90,sel,Aki 95000  01a43d0000000000 
200405,064254,c5b6deba,JUNINHOFRAGA,sel,Ropelion 95000  01a43d0000000000 
200405,064255,c5b6deba,SHENS90,sel,Aki 95000  01a43d0000000000 
200405,064256,c5b6deba,JUNINHOFRAGA,sel,Ropelion 95000  01a43d0000000000 
200405,064257,c5b6deba,JUNINHOFRAGA,sel,Ropelion 95000  01a43d0000000000 
200405,064257,c5b6deba,SHENS90,sel,Aki 95000  01a43d0000000000 
200405,064258,c5b6deba,SHENS90,sel,Aki 95000  01a43d0000000000 
200405,064258,c5b6deba,JUNINHOFRAGA,sel,Ropelion 95000  01a43d0000000000 
200405,064259,c5b6deba,SHENS90,sel,Aki 95000  01a43d0000000000 
200405,064259,c5b6deba,JUNINHOFRAGA,sel,Ropelion 95000  01a43d0000000000 
200405,064300,c5b6deba,SHENS90,sel,Aki 95000  01a43d0000000000 
200405,064301,c5b6deba,JUNINHOFRAGA,sel,Ropelion 95000  01a43d0000000000 
200405,064301,c5b6deba,SHENS90,sel,Aki 95000  01a43d0000000000 
200405,064302,c5b6deba,JUNINHOFRAGA,sel,Ropelion 95000  01a43d0000000000 
200405,064303,c5b6deba,SHENS90,sel,Aki 95000  01a43d0000000000 
200405,064303,c5b6deba,JUNINHOFRAGA,sel,Ropelion 95000  01a43d0000000000 
200405,064304,c5b6deba,SHENS90,sel,Aki 95000  01a43d0000000000 
200405,064305,c5b6deba,JUNINHOFRAGA,sel,Ropelion 95000  01a43d0000000000 
200405,064305,c5b6deba,SHENS90,sel,Aki 95000  01a43d0000000000 
200405,064306,c5b6deba,JUNINHOFRAGA,sel,Ropelion 95000  01a43d0000000000 
200405,064307,c5b6deba,SHENS90,sel,Aki 95000  01a43d0000000000 
200405,064308,c5b6deba,SHENS90,sel,Aki 95000  01a43d0000000000 
200405,064308,c5b6deba,JUNINHOFRAGA,sel,Ropelion 95000  01a43d0000000000 
200405,064309,c5b6deba,SHENS90,sel,Aki 95000  01a43d0000000000 
200405,064309,c5b6deba,JUNINHOFRAGA,sel,Ropelion 95000  01a43d0000000000 
200405,064310,c5b6deba,SHENS90,sel,Aki 95000  01a43d0000000000 
200405,064311,c5b6deba,JUNINHOFRAGA,sel,Ropelion 95000  01a43d0000000000 
200405,064311,c5b6deba,SHENS90,sel,Aki 95000  01a43d0000000000 
200405,064312,c5b6deba,JUNINHOFRAGA,sel,Ropelion 95000  01a43d0000000000 
200405,064312,c5b6deba,SHENS90,sel,Aki 95000  01a43d0000000000 
200405,064313,c5b6deba,SHENS90,sel,Aki 95000  01a43d0000000000 
200405,064313,c5b6deba,JUNINHOFRAGA,sel,Ropelion 95000  01a43d0000000000 
200405,064315,c5b6deba,SHENS90,sel,Aki 95000  01a43d0000000000 
200405,064315,c5b6deba,JUNINHOFRAGA,sel,Ropelion 95000  01a43d0000000000 
200405,064316,c5b6deba,SHENS90,sel,Aki 95000  01a43d0000000000 
200405,064316,c5b6deba,JUNINHOFRAGA,sel,Ropelion 95000  01a43d0000000000 
200405,064317,c5b6deba,SHENS90,sel,Aki 95000  01a43d0000000000 
200405,064318,c5b6deba,JUNINHOFRAGA,sel,Ropelion 95000  01a43d0000000000 
200405,064318,c5b6deba,SHENS90,sel,Aki 95000  01a43d0000000000 
200405,064319,c5b6deba,SHENS90,sel,Aki 95000  01a43d0000000000 
200405,064319,c5b6deba,JUNINHOFRAGA,sel,Ropelion 95000  01a43d0000000000 
200405,064320,c5b6deba,SHENS90,sel,Aki 95000  01a43d0000000000 
200405,064321,c5b6deba,JUNINHOFRAGA,sel,Ropelion 95000  01a43d0000000000 
200405,064321,c5b6deba,SHENS90,sel,Aki 95000  01a43d0000000000 
200405,064322,c5b6deba,JUNINHOFRAGA,sel,Ropelion 95000  01a43d0000000000 
200405,064322,c5b6deba,SHENS90,sel,Aki 95000  01a43d0000000000 
200405,064323,c5b6deba,JUNINHOFRAGA,sel,Ropelion 95000  01a43d0000000000 
200405,064324,c5b6deba,SHENS90,sel,Aki 95000  01a43d0000000000 
200405,064325,c5b6deba,JUNINHOFRAGA,sel,Ropelion 95000  01a43d0000000000 
200405,064325,c5b6deba,SHENS90,sel,Aki 95000  01a43d0000000000 
200405,064326,c5b6deba,SHENS90,sel,Aki 95000  01a43d0000000000 
200405,064326,c5b6deba,JUNINHOFRAGA,sel,Ropelion 95000  01a43d0000000000 
200405,064327,c5b6deba,SHENS90,sel,Aki 95000  01a43d0000000000 
200405,064327,c5b6deba,JUNINHOFRAGA,sel,Ropelion 95000  01a43d0000000000 
200405,064328,c5b6deba,SHENS90,sel,Aki 95000  01a43d0000000000 
200405,064329,c5b6deba,JUNINHOFRAGA,sel,Ropelion 95000  01a43d0000000000 
200405,064329,c5b6deba,SHENS90,sel,Aki 95000  01a43d0000000000 
200405,064331,c5b6deba,JUNINHOFRAGA,sel,Ropelion 95000  01a43d0000000000 
200405,064331,c5b6deba,SHENS90,sel,Aki 95000  01a43d0000000000 
200405,064332,c5b6deba,SHENS90,sel,Aki 95000  01a43d0000000000 
200405,064332,c5b6deba,JUNINHOFRAGA,sel,Ropelion 95000  01a43d0000000000 
200405,064333,c5b6deba,SHENS90,sel,Aki 95000  01a43d0000000000 
200405,064333,c5b6deba,JUNINHOFRAGA,sel,Ropelion 95000  01a43d0000000000 
200405,064334,c5b6deba,SHENS90,sel,Aki 95000  01a43d0000000000 
200405,064335,c5b6deba,JUNINHOFRAGA,sel,Ropelion 95000  01a43d0000000000 
200405,064335,c5b6deba,SHENS90,sel,Aki 95000  01a43d0000000000 
200405,064336,c5b6deba,JUNINHOFRAGA,sel,Ropelion 95000  01a43d0000000000 
200405,064336,c5b6deba,SHENS90,sel,Aki 95000  01a43d0000000000 
200405,064337,c5b6deba,JUNINHOFRAGA,sel,Ropelion 95000  01a43d0000000000 
200405,064338,c5b6deba,SHENS90,sel,Aki 95000  01a43d0000000000 
200405,064339,c5b6deba,JUNINHOFRAGA,sel,Ropelion 95000  01a43d0000000000 
200405,064339,c5b6deba,SHENS90,sel,Aki 95000  01a43d0000000000 
200405,064340,c5b6deba,SHENS90,sel,Aki 95000  01a43d0000000000 
200405,064340,c5b6deba,JUNINHOFRAGA,sel,Ropelion 95000  01a43d0000000000 
200405,064341,c5b6deba,JUNINHOFRAGA,sel,Ropelion 95000  01a43d0000000000 
200405,064342,c5b6deba,SHENS90,sel,Aki 95000  01a43d0000000000 
200405,064343,c5b6deba,JUNINHOFRAGA,sel,Ropelion 95000  01a43d0000000000 
200405,064343,c5b6deba,SHENS90,sel,Aki 95000  01a43d0000000000 
200405,064344,c5b6deba,JUNINHOFRAGA,sel,Ropelion 95000  01a43d0000000000 
200405,064344,c5b6deba,SHENS90,sel,Aki 95000  01a43d0000000000 
200405,064345,c5b6deba,SHENS90,sel,Aki 95000  01a43d0000000000 
200405,064345,c5b6deba,JUNINHOFRAGA,sel,Ropelion 95000  01a43d0000000000 
200405,064346,c5b6deba,SHENS90,sel,Aki 95000  01a43d0000000000 
200405,064347,c5b6deba,JUNINHOFRAGA,sel,Ropelion 95000  01a43d0000000000 
200405,064348,c5b6deba,SHENS90,sel,Aki 95000  01a43d0000000000 
200405,064349,c5b6deba,JUNINHOFRAGA,sel,Ropelion 95000  01a43d0000000000 
200405,064349,c5b6deba,SHENS90,sel,Aki 95000  01a43d0000000000 
200405,064350,c5b6deba,JUNINHOFRAGA,sel,Ropelion 95000  01a43d0000000000 
200405,064350,c5b6deba,SHENS90,sel,Aki 95000  01a43d0000000000 
200405,064351,c5b6deba,JUNINHOFRAGA,sel,Ropelion 95000  01a43d0000000000 
200405,064351,c5b6deba,SHENS90,sel,Aki 95000  01a43d0000000000 
200405,064353,c5b6deba,SHENS90,sel,Aki 95000  01a43d0000000000 
200405,064353,c5b6deba,JUNINHOFRAGA,sel,Ropelion 95000  01a43d0000000000 
200405,064354,c5b6deba,SHENS90,sel,Aki 95000  01a43d0000000000 
200405,064354,c5b6deba,JUNINHOFRAGA,sel,Ropelion 95000  01a43d0000000000 
200405,064355,c5b6deba,SHENS90,sel,Aki 95000  01a43d0000000000 
200405,064355,c5b6deba,JUNINHOFRAGA,sel,Ropelion 95000  01a43d0000000000 
200405,064356,c5b6deba,SHENS90,sel,Aki 95000  01a43d0000000000 
200405,064357,c5b6deba,JUNINHOFRAGA,sel,Ropelion 95000  01a43d0000000000 
200405,064357,c5b6deba,SHENS90,sel,Aki 95000  01a43d0000000000 
200405,064358,c5b6deba,JUNINHOFRAGA,sel,Ropelion 95000  01a43d0000000000 
200405,064359,c5b6deba,SHENS90,sel,Aki 95000  01a43d0000000000 
200405,064400,c5b6deba,JUNINHOFRAGA,sel,Ropelion 95000  01a43d0000000000 
200405,064400,c5b6deba,SHENS90,sel,Aki 95000  01a43d0000000000 
200405,064401,c5b6deba,JUNINHOFRAGA,sel,Ropelion 95000  01a43d0000000000 
200405,064401,c5b6deba,SHENS90,sel,Aki 95000  01a43d0000000000 
200405,064402,c5b6deba,SHENS90,sel,Aki 95000  01a43d0000000000 
200405,064402,c5b6deba,JUNINHOFRAGA,sel,Ropelion 95000  01a43d0000000000 
200405,064403,c5b6deba,SHENS90,sel,Aki 95000  01a43d0000000000 
200405,064404,c5b6deba,JUNINHOFRAGA,sel,Ropelion 95000  01a43d0000000000 
200405,064404,c5b6deba,SHENS90,sel,Aki 95000  01a43d0000000000 
200405,064405,c5b6deba,JUNINHOFRAGA,sel,Ropelion 95000  01a43d0000000000 
200405,064405,c5b6deba,SHENS90,sel,Aki 95000  01a43d0000000000 
200405,064406,c5b6deba,JUNINHOFRAGA,sel,Ropelion 95000  01a43d0000000000 
200405,064407,c5b6deba,SHENS90,sel,Aki 95000  01a43d0000000000 
200405,064408,c5b6deba,JUNINHOFRAGA,sel,Ropelion 95000  01a43d0000000000 
200405,064408,c5b6deba,SHENS90,sel,Aki 95000  01a43d0000000000 
200405,064409,c5b6deba,SHENS90,sel,Aki 95000  01a43d0000000000 
200405,064409,c5b6deba,JUNINHOFRAGA,sel,Ropelion 95000  01a43d0000000000 
200405,064410,c5b6deba,SHENS90,sel,Aki 95000  01a43d0000000000 
200405,064410,c5b6deba,JUNINHOFRAGA,sel,Ropelion 95000  01a43d0000000000 
200405,064411,c5b6deba,SHENS90,sel,Aki 95000  01a43d0000000000 
200405,064412,c5b6deba,JUNINHOFRAGA,sel,Ropelion 95000  01a43d0000000000 
200405,064413,c5b6deba,SHENS90,sel,Aki 95000  01a43d0000000000 
200405,064414,c5b6deba,JUNINHOFRAGA,sel,Ropelion 95000  01a43d0000000000 
200405,064414,c5b6deba,SHENS90,sel,Aki 95000  01a43d0000000000 
200405,064415,c5b6deba,JUNINHOFRAGA,sel,Ropelion 95000  01a43d0000000000 
200405,064415,c5b6deba,SHENS90,sel,Aki 95000  01a43d0000000000 
200405,064416,c5b6deba,SHENS90,sel,Aki 95000  01a43d0000000000 
200405,064416,c5b6deba,JUNINHOFRAGA,sel,Ropelion 95000  01a43d0000000000 
200405,064417,c5b6deba,SHENS90,sel,Aki 95000  01a43d0000000000 
200405,064418,c5b6deba,JUNINHOFRAGA,sel,Ropelion 95000  01a43d0000000000 
200405,064418,c5b6deba,SHENS90,sel,Aki 95000  01a43d0000000000 
200405,064419,c5b6deba,JUNINHOFRAGA,sel,Ropelion 95000  01a43d0000000000 
200405,064420,c5b6deba,SHENS90,sel,Aki 95000  01a43d0000000000 
200405,064420,c5b6deba,JUNINHOFRAGA,sel,Ropelion 95000  01a43d0000000000 
200405,064421,c5b6deba,SHENS90,sel,Aki 95000  01a43d0000000000 
200405,064422,c5b6deba,JUNINHOFRAGA,sel,Ropelion 95000  01a43d0000000000 
200405,064422,c5b6deba,SHENS90,sel,Aki 95000  01a43d0000000000 
200405,064423,c5b6deba,SHENS90,sel,Aki 95000  01a43d0000000000 
200405,064423,c5b6deba,JUNINHOFRAGA,sel,Ropelion 95000  01a43d0000000000 
200405,064424,c5b6deba,SHENS90,sel,Aki 95000  01a43d0000000000 
200405,064424,c5b6deba,JUNINHOFRAGA,sel,Ropelion 95000  01a43d0000000000 
200405,064425,c5b6deba,SHENS90,sel,Aki 95000  01a43d0000000000 
200405,064426,c5b6deba,JUNINHOFRAGA,sel,Ropelion 95000  01a43d0000000000 
200405,064426,c5b6deba,SHENS90,sel,Aki 95000  01a43d0000000000 
200405,064427,c5b6deba,JUNINHOFRAGA,sel,Ropelion 95000  01a43d0000000000 
200405,064427,c5b6deba,SHENS90,sel,Aki 95000  01a43d0000000000 
200405,064428,c5b6deba,JUNINHOFRAGA,sel,Ropelion 95000  01a43d0000000000 
200405,064429,c5b6deba,SHENS90,sel,Aki 95000  01a43d0000000000 
200405,064430,c5b6deba,SHENS90,sel,Aki 95000  01a43d0000000000 
200405,064430,c5b6deba,JUNINHOFRAGA,sel,Ropelion 95000  01a43d0000000000 
200405,064431,c5b6deba,SHENS90,sel,Aki 95000  01a43d0000000000 
200405,064431,c5b6deba,JUNINHOFRAGA,sel,Ropelion 95000  01a43d0000000000 
200405,064432,c5b6deba,SHENS90,sel,Aki 95000  01a43d0000000000 
200405,064433,c5b6deba,JUNINHOFRAGA,sel,Ropelion 95000  01a43d0000000000 
200405,064433,c5b6deba,SHENS90,sel,Aki 95000  01a43d0000000000 
200405,064434,c5b6deba,JUNINHOFRAGA,sel,Ropelion 95000  01a43d0000000000 
200405,064435,c5b6deba,SHENS90,sel,Aki 95000  01a43d0000000000 
200405,064436,c5b6deba,JUNINHOFRAGA,sel,Ropelion 95000  01a43d0000000000 
200405,064436,c5b6deba,SHENS90,sel,Aki 95000  01a43d0000000000 
200405,064437,c5b6deba,SHENS90,sel,Aki 95000  01a43d0000000000 
200405,064437,c5b6deba,JUNINHOFRAGA,sel,Ropelion 95000  01a43d0000000000 
200405,064438,c5b6deba,SHENS90,sel,Aki 95000  01a43d0000000000 
200405,064438,c5b6deba,JUNINHOFRAGA,sel,Ropelion 95000  01a43d0000000000 
200405,064439,c5b6deba,SHENS90,sel,Aki 95000  01a43d0000000000 
200405,064440,c5b6deba,JUNINHOFRAGA,sel,Ropelion 95000  01a43d0000000000 
200405,064440,c5b6deba,SHENS90,sel,Aki 95000  01a43d0000000000 
200405,064441,c5b6deba,JUNINHOFRAGA,sel,Ropelion 95000  01a43d0000000000 
200405,064441,c5b6deba,SHENS90,sel,Aki 95000  01a43d0000000000 
200405,064443,c5b6deba,JUNINHOFRAGA,sel,Ropelion 95000  01a43d0000000000 
200405,064443,c5b6deba,SHENS90,sel,Aki 95000  01a43d0000000000 
200405,064444,b5bb008f,ZEEHDROP,etc,PK MOB killer:Batorero(380,0) killed:GonFrecs(317,150) kingdom:0 war:0 
200405,064444,c5b6deba,SHENS90,sel,Aki 95000  01a43d0000000000 
200405,064444,c5b6deba,JUNINHOFRAGA,sel,Ropelion 95000  01a43d0000000000 
200405,064445,c5b6deba,SHENS90,sel,Aki 95000  01a43d0000000000 
200405,064445,c5b6deba,JUNINHOFRAGA,sel,Ropelion 95000  01a43d0000000000 
200405,064446,c5b6deba,SHENS90,sel,Aki 95000  01a43d0000000000 
200405,064447,c5b6deba,JUNINHOFRAGA,sel,Ropelion 95000  01a43d0000000000 
200405,064447,c5b6deba,SHENS90,sel,Aki 95000  01a43d0000000000 
200405,064448,b5bb008f,ZEEH962,etc,PK MOB killer:Batorero(380,0) killed:Hurricane(358,150) kingdom:0 war:0 
200405,064448,c5b6deba,JUNINHOFRAGA,sel,Ropelion 95000  01a43d0000000000 
200405,064448,c5b6deba,SHENS90,sel,Aki 95000  01a43d0000000000 
200405,064450,c5b6deba,SHENS90,sel,Aki 95000  01a43d0000000000 
200405,064450,c5b6deba,JUNINHOFRAGA,sel,Ropelion 95000  01a43d0000000000 
200405,064451,c5b6deba,SHENS90,sel,Aki 95000  01a43d0000000000 
200405,064451,c5b6deba,JUNINHOFRAGA,sel,Ropelion 95000  01a43d0000000000 
200405,064452,c5b6deba,SHENS90,sel,Aki 95000  01a43d0000000000 
200405,064452,c5b6deba,JUNINHOFRAGA,sel,Ropelion 95000  01a43d0000000000 
200405,064453,c5b6deba,SHENS90,sel,Aki 95000  01a43d0000000000 
200405,064454,c5b6deba,JUNINHOFRAGA,sel,Ropelion 95000  01a43d0000000000 
200405,064454,c5b6deba,SHENS90,sel,Aki 95000  01a43d0000000000 
200405,064455,c5b6deba,JUNINHOFRAGA,sel,Ropelion 95000  01a43d0000000000 
200405,064455,c5b6deba,SHENS90,sel,Aki 95000  01a43d0000000000 
200405,064456,c5b6deba,SHENS90,sel,Aki 95000  01a43d0000000000 
200405,064456,c5b6deba,JUNINHOFRAGA,sel,Ropelion 95000  01a43d0000000000 
200405,064457,c5b6deba,SHENS90,sel,Aki 95000  01a43d0000000000 
200405,064458,c5b6deba,JUNINHOFRAGA,sel,Ropelion 95000  01a43d0000000000 
200405,064458,c5b6deba,SHENS90,sel,Aki 95000  01a43d0000000000 
200405,064459,c5b6deba,JUNINHOFRAGA,sel,Ropelion 95000  01a43d0000000000 
200405,064500,c5b6deba,SHENS90,sel,Aki 95000  01a43d0000000000 
200405,064501,c5b6deba,JUNINHOFRAGA,sel,Ropelion 95000  01a43d0000000000 
200405,064501,c5b6deba,SHENS90,sel,Aki 95000  01a43d0000000000 
200405,064502,c5b6deba,SHENS90,sel,Aki 95000  01a43d0000000000 
200405,064502,c5b6deba,JUNINHOFRAGA,sel,Ropelion 95000  01a43d0000000000 
200405,064503,c5b6deba,SHENS90,sel,Aki 95000  01a43d0000000000 
200405,064504,c5b6deba,JUNINHOFRAGA,sel,Ropelion 95000  01a43d0000000000 
200405,064504,c5b6deba,SHENS90,sel,Aki 95000  01a43d0000000000 
200405,064505,c5b6deba,JUNINHOFRAGA,sel,Ropelion 95000  01a43d0000000000 
200405,064506,c5b6deba,SHENS90,sel,Aki 95000  01a43d0000000000 
200405,064506,b5bb008f,ZEEHQUEST,etc,PK MOB killer:Batorero(380,0) killed:KILLUA(350,150) kingdom:0 war:0 
200405,064506,c5b6deba,JUNINHOFRAGA,sel,Ropelion 95000  01a43d0000000000 
200405,064507,c5b6deba,SHENS90,sel,Aki 95000  01a43d0000000000 
200405,064508,c5b6deba,JUNINHOFRAGA,sel,Ropelion 95000  01a43d0000000000 
200405,064508,c5b6deba,SHENS90,sel,Aki 95000  01a43d0000000000 
200405,064509,c5b6deba,SHENS90,sel,Aki 95000  01a43d0000000000 
200405,064509,c5b6deba,JUNINHOFRAGA,sel,Ropelion 95000  01a43d0000000000 
200405,064510,c5b6deba,SHENS90,sel,Aki 95000  01a43d0000000000 
200405,064510,c5b6deba,JUNINHOFRAGA,sel,Ropelion 95000  01a43d0000000000 
200405,064511,c5b6deba,SHENS90,sel,Aki 95000  01a43d0000000000 
200405,064512,c5b6deba,JUNINHOFRAGA,sel,Ropelion 95000  01a43d0000000000 
200405,064512,c5b6deba,SHENS90,sel,Aki 95000  01a43d0000000000 
200405,064513,c5b6deba,JUNINHOFRAGA,sel,Ropelion 95000  01a43d0000000000 
200405,064513,c5b6deba,SHENS90,sel,Aki 95000  01a43d0000000000 
